risk_history_id,customer_id,credit_score_band,credit_score,risk_segment,income_band,employment_status,effective_start_date,effective_end_date,is_current
2777,2311,Fair,635,High,90K-125K,Employed,2023-01-01,2099-12-31,True
2778,2312,Good,660,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
2779,2313,Very Good,773,New/Thin File,90K-125K,Employed,2023-01-01,2099-12-31,True
2780,2314,Fair,581,High,90K-125K,Employed,2023-01-01,2099-12-31,True
2781,2315,Very Good,762,Medium,40K-60K,Retired,2023-01-01,2099-12-31,True
2782,2316,Very Good,755,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
2783,2317,Good,712,Medium,<40K,Employed,2023-01-01,2099-12-31,True
2784,2318,No Score,,Low,60K-90K,Employed,2023-01-01,2024-12-31,False
2785,2318,Fair,645,High,60K-90K,Employed,2025-01-01,2099-12-31,True
2786,2319,Good,669,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
2787,2320,Very Good,741,High,40K-60K,Unemployed,2023-01-01,2099-12-31,True
2788,2321,Excellent,,Low,40K-60K,Employed,2023-01-01,2024-12-31,False
2789,2321,Very Good,750,Medium,40K-60K,Employed,2025-01-01,2099-12-31,True
2790,2322,Good,672,Medium,90K-125K,Unemployed,2023-01-01,2099-12-31,True
2791,2323,Good,679,Low,125K-200K,Student,2023-01-01,2099-12-31,True
2792,2324,Excellent,794,Low,200K+,Employed,2023-01-01,2099-12-31,True
2793,2325,Poor,547,High,<40K,Self-employed,2023-01-01,2099-12-31,True
2794,2326,Very Good,776,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
2795,2327,Good,690,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
2796,2328,Very Good,734,New/Thin File,60K-90K,Employed,2023-01-01,2099-12-31,True
2797,2329,Very Good,769,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
2798,2330,Fair,608,High,<40K,Self-employed,2023-01-01,2099-12-31,True
2799,2331,Good,667,High,90K-125K,Employed,2023-01-01,2099-12-31,True
2800,2332,Fair,651,High,<40K,Employed,2023-01-01,2099-12-31,True
2801,2333,Fair,589,High,60K-90K,Employed,2023-01-01,2099-12-31,True
2802,2334,Good,668,New/Thin File,90K-125K,Newcomer/Temporary,2023-01-01,2099-12-31,True
2803,2335,Good,674,New/Thin File,125K-200K,Employed,2023-01-01,2099-12-31,True
2804,2336,Poor,562,Medium,40K-60K,Self-employed,2023-01-01,2099-12-31,True
2805,2337,Good,678,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
2806,2338,Good,671,Low,<40K,Student,2023-01-01,2099-12-31,True
2807,2339,Good,667,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
2808,2340,Fair,604,High,60K-90K,Employed,2023-01-01,2099-12-31,True
2809,2341,Good,676,Low,125K-200K,Self-employed,2023-01-01,2099-12-31,True
2810,2342,Very Good,773,Medium,40K-60K,Self-employed,2023-01-01,2099-12-31,True
2811,2343,Good,,New/Thin File,60K-90K,Employed,2023-01-01,2024-12-31,False
2812,2343,Very Good,777,Medium,60K-90K,Employed,2025-01-01,2099-12-31,True
2813,2344,Fair,659,High,60K-90K,Self-employed,2023-01-01,2099-12-31,True
2814,2345,Poor,,New/Thin File,125K-200K,Employed,2023-01-01,2024-12-31,False
2815,2345,Fair,593,High,125K-200K,Employed,2025-01-01,2099-12-31,True
2816,2346,Good,677,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
2817,2347,Fair,590,Medium,125K-200K,Self-employed,2023-01-01,2099-12-31,True
2818,2348,Excellent,,New/Thin File,<40K,Student,2023-01-01,2024-12-31,False
2819,2348,Very Good,777,Low,<40K,Student,2025-01-01,2099-12-31,True
2820,2349,Excellent,,Low,90K-125K,Unemployed,2023-01-01,2024-12-31,False
2821,2349,Fair,586,High,90K-125K,Unemployed,2025-01-01,2099-12-31,True
2822,2350,Good,665,High,60K-90K,Employed,2023-01-01,2099-12-31,True
2823,2351,Good,669,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
2824,2352,Good,696,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
2825,2353,Good,688,High,60K-90K,Newcomer/Temporary,2023-01-01,2099-12-31,True
2826,2354,Fair,606,High,200K+,Student,2023-01-01,2099-12-31,True
2827,2355,Excellent,,Medium,90K-125K,Employed,2023-01-01,2024-12-31,False
2828,2355,Very Good,727,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
2829,2356,Excellent,813,High,90K-125K,Employed,2023-01-01,2099-12-31,True
2830,2357,Good,718,New/Thin File,60K-90K,Self-employed,2023-01-01,2099-12-31,True
2831,2358,Very Good,778,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
2832,2359,Good,714,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
2833,2360,Good,689,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
2834,2361,Fair,612,High,<40K,Retired,2023-01-01,2099-12-31,True
2835,2362,Good,,Low,60K-90K,Unemployed,2023-01-01,2024-12-31,False
2836,2362,Poor,550,Medium,60K-90K,Unemployed,2025-01-01,2099-12-31,True
2837,2363,Fair,631,High,125K-200K,Self-employed,2023-01-01,2099-12-31,True
2838,2364,Good,675,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
2839,2365,Good,677,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
2840,2366,Fair,640,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
2841,2367,Fair,600,Low,90K-125K,Unemployed,2023-01-01,2099-12-31,True
2842,2368,Good,685,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
2843,2369,Poor,560,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
2844,2370,Fair,,Medium,60K-90K,Employed,2023-01-01,2024-12-31,False
2845,2370,Excellent,815,Low,60K-90K,Employed,2025-01-01,2099-12-31,True
2846,2371,Excellent,824,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
2847,2372,Very Good,771,Medium,200K+,Employed,2023-01-01,2099-12-31,True
2848,2373,Fair,,Medium,40K-60K,Employed,2023-01-01,2024-12-31,False
2849,2373,Excellent,823,Medium,40K-60K,Employed,2025-01-01,2099-12-31,True
2850,2374,Very Good,776,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
2851,2375,Very Good,732,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
2852,2376,Good,669,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
2853,2377,Very Good,,New/Thin File,90K-125K,Employed,2023-01-01,2024-12-31,False
2854,2377,Very Good,744,Medium,90K-125K,Employed,2025-01-01,2099-12-31,True
2855,2378,Good,707,Medium,<40K,Employed,2023-01-01,2099-12-31,True
2856,2379,Good,715,Medium,90K-125K,Unemployed,2023-01-01,2099-12-31,True
2857,2380,Excellent,792,New/Thin File,<40K,Employed,2023-01-01,2099-12-31,True
2858,2381,Good,669,Medium,125K-200K,Retired,2023-01-01,2099-12-31,True
2859,2382,Fair,615,High,200K+,Newcomer/Temporary,2023-01-01,2099-12-31,True
2860,2383,Poor,554,Low,90K-125K,Student,2023-01-01,2099-12-31,True
2861,2384,No Score,,Medium,40K-60K,Self-employed,2023-01-01,2024-12-31,False
2862,2384,Good,704,Medium,40K-60K,Self-employed,2025-01-01,2099-12-31,True
2863,2385,Good,666,High,<40K,Employed,2023-01-01,2099-12-31,True
2864,2386,Fair,652,High,90K-125K,Retired,2023-01-01,2099-12-31,True
2865,2387,No Score,,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
2866,2388,Fair,600,Low,90K-125K,Student,2023-01-01,2099-12-31,True
2867,2389,Good,,New/Thin File,<40K,Retired,2023-01-01,2024-12-31,False
2868,2389,Good,687,Medium,<40K,Retired,2025-01-01,2099-12-31,True
2869,2390,Fair,583,High,90K-125K,Employed,2023-01-01,2099-12-31,True
2870,2391,Good,710,New/Thin File,90K-125K,Employed,2023-01-01,2099-12-31,True
2871,2392,Good,,Low,60K-90K,Self-employed,2023-01-01,2024-12-31,False
2872,2392,Good,694,Low,60K-90K,Self-employed,2025-01-01,2099-12-31,True
2873,2393,Very Good,748,Low,<40K,Retired,2023-01-01,2099-12-31,True
2874,2394,Fair,602,High,125K-200K,Employed,2023-01-01,2099-12-31,True
2875,2395,Very Good,726,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
2876,2396,Good,663,Low,<40K,Employed,2023-01-01,2099-12-31,True
2877,2397,Good,681,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
2878,2398,No Score,,Low,40K-60K,Self-employed,2023-01-01,2099-12-31,True
2879,2399,Excellent,798,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
2880,2400,Good,717,High,60K-90K,Employed,2023-01-01,2099-12-31,True
2881,2401,Excellent,792,High,60K-90K,Self-employed,2023-01-01,2099-12-31,True
2882,2402,Good,718,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
2883,2403,Good,698,Medium,60K-90K,Student,2023-01-01,2099-12-31,True
2884,2404,Fair,,High,60K-90K,Employed,2023-01-01,2024-12-31,False
2885,2404,Very Good,773,Medium,60K-90K,Employed,2025-01-01,2099-12-31,True
2886,2405,Excellent,841,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
2887,2406,Very Good,751,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
2888,2407,Good,686,Low,<40K,Retired,2023-01-01,2099-12-31,True
2889,2408,Good,,New/Thin File,125K-200K,Employed,2023-01-01,2024-12-31,False
2890,2408,Very Good,779,Low,125K-200K,Employed,2025-01-01,2099-12-31,True
2891,2409,Fair,,High,<40K,Employed,2023-01-01,2024-12-31,False
2892,2409,Poor,578,Medium,<40K,Employed,2025-01-01,2099-12-31,True
2893,2410,No Score,,New/Thin File,60K-90K,Employed,2023-01-01,2024-12-31,False
2894,2410,Very Good,775,Medium,60K-90K,Employed,2025-01-01,2099-12-31,True
2895,2411,Good,,Low,<40K,Self-employed,2023-01-01,2024-12-31,False
2896,2411,Poor,551,New/Thin File,<40K,Self-employed,2025-01-01,2099-12-31,True
2897,2412,Excellent,827,New/Thin File,60K-90K,Employed,2023-01-01,2099-12-31,True
2898,2413,Fair,604,Low,60K-90K,Student,2023-01-01,2099-12-31,True
2899,2414,Excellent,,Medium,90K-125K,Employed,2023-01-01,2024-12-31,False
2900,2414,Very Good,731,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
2901,2415,Excellent,848,New/Thin File,125K-200K,Self-employed,2023-01-01,2099-12-31,True
2902,2416,Fair,659,High,200K+,Student,2023-01-01,2099-12-31,True
2903,2417,Good,695,Low,60K-90K,Newcomer/Temporary,2023-01-01,2099-12-31,True
2904,2418,Poor,576,Low,125K-200K,Student,2023-01-01,2099-12-31,True
2905,2419,Very Good,742,High,90K-125K,Self-employed,2023-01-01,2099-12-31,True
2906,2420,Good,690,Low,200K+,Employed,2023-01-01,2099-12-31,True
2907,2421,Excellent,818,Low,40K-60K,Self-employed,2023-01-01,2099-12-31,True
2908,2422,Fair,637,High,<40K,Employed,2023-01-01,2099-12-31,True
2909,2423,Good,724,High,40K-60K,Retired,2023-01-01,2099-12-31,True
2910,2424,No Score,,Medium,200K+,Employed,2023-01-01,2099-12-31,True
2911,2425,Good,678,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
2912,2426,Poor,522,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
2913,2427,Very Good,742,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
2914,2428,Very Good,725,Medium,40K-60K,Unemployed,2023-01-01,2099-12-31,True
2915,2429,Excellent,816,Low,<40K,Newcomer/Temporary,2023-01-01,2099-12-31,True
2916,2430,Poor,576,High,200K+,Employed,2023-01-01,2099-12-31,True
2917,2431,Very Good,745,High,60K-90K,Self-employed,2023-01-01,2099-12-31,True
2918,2432,Good,664,Low,<40K,Unemployed,2023-01-01,2099-12-31,True
2919,2433,Excellent,820,Medium,200K+,Employed,2023-01-01,2099-12-31,True
2920,2434,Very Good,730,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
2921,2435,Good,701,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
2922,2436,No Score,,Low,60K-90K,Retired,2023-01-01,2099-12-31,True
2923,2437,Fair,656,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
2924,2438,No Score,,High,90K-125K,Student,2023-01-01,2024-12-31,False
2925,2438,Excellent,784,Low,90K-125K,Student,2025-01-01,2099-12-31,True
2926,2439,Good,699,Low,200K+,Employed,2023-01-01,2099-12-31,True
2927,2440,Good,689,Medium,<40K,Retired,2023-01-01,2099-12-31,True
2928,2441,Very Good,761,Medium,<40K,Retired,2023-01-01,2099-12-31,True
2929,2442,Fair,643,Low,125K-200K,Self-employed,2023-01-01,2099-12-31,True
2930,2443,Excellent,788,High,<40K,Employed,2023-01-01,2099-12-31,True
2931,2444,Good,,New/Thin File,90K-125K,Employed,2023-01-01,2024-12-31,False
2932,2444,Good,682,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
2933,2445,Fair,,Low,<40K,Employed,2023-01-01,2024-12-31,False
2934,2445,Good,696,Medium,<40K,Employed,2025-01-01,2099-12-31,True
2935,2446,Fair,,Low,90K-125K,Employed,2023-01-01,2024-12-31,False
2936,2446,Good,676,Medium,90K-125K,Employed,2025-01-01,2099-12-31,True
2937,2447,Very Good,,New/Thin File,40K-60K,Newcomer/Temporary,2023-01-01,2024-12-31,False
2938,2447,Good,713,Low,40K-60K,Newcomer/Temporary,2025-01-01,2099-12-31,True
2939,2448,Very Good,726,High,40K-60K,Employed,2023-01-01,2099-12-31,True
2940,2449,Good,661,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
2941,2450,Excellent,832,Medium,40K-60K,Retired,2023-01-01,2099-12-31,True
2942,2451,Very Good,762,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
2943,2452,Good,680,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
2944,2453,Good,700,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
2945,2454,Good,711,Low,<40K,Self-employed,2023-01-01,2099-12-31,True
2946,2455,Excellent,787,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
2947,2456,Good,694,Low,<40K,Self-employed,2023-01-01,2099-12-31,True
2948,2457,Poor,564,High,<40K,Employed,2023-01-01,2099-12-31,True
2949,2458,Excellent,800,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
2950,2459,Good,683,Low,40K-60K,Newcomer/Temporary,2023-01-01,2099-12-31,True
2951,2460,Very Good,752,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
2952,2461,Good,662,Low,60K-90K,Self-employed,2023-01-01,2099-12-31,True
2953,2462,Good,,Medium,<40K,Retired,2023-01-01,2024-12-31,False
2954,2462,Very Good,743,Medium,<40K,Retired,2025-01-01,2099-12-31,True
2955,2463,Good,692,Low,90K-125K,Newcomer/Temporary,2023-01-01,2099-12-31,True
2956,2464,Excellent,827,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
2957,2465,Fair,,Low,125K-200K,Employed,2023-01-01,2024-12-31,False
2958,2465,Good,678,High,125K-200K,Employed,2025-01-01,2099-12-31,True
2959,2466,Excellent,,Medium,60K-90K,Employed,2023-01-01,2024-12-31,False
2960,2466,Very Good,731,New/Thin File,60K-90K,Employed,2025-01-01,2099-12-31,True
2961,2467,Poor,535,New/Thin File,<40K,Employed,2023-01-01,2099-12-31,True
2962,2468,Fair,646,High,40K-60K,Employed,2023-01-01,2099-12-31,True
2963,2469,Good,709,Low,90K-125K,Newcomer/Temporary,2023-01-01,2099-12-31,True
2964,2470,Very Good,743,Low,125K-200K,Self-employed,2023-01-01,2099-12-31,True
2965,2471,Good,,High,60K-90K,Employed,2023-01-01,2024-12-31,False
2966,2471,Good,702,Low,60K-90K,Employed,2025-01-01,2099-12-31,True
2967,2472,Very Good,,Medium,90K-125K,Employed,2023-01-01,2024-12-31,False
2968,2472,Good,693,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
2969,2473,No Score,,New/Thin File,<40K,Retired,2023-01-01,2024-12-31,False
2970,2473,Very Good,742,Medium,<40K,Retired,2025-01-01,2099-12-31,True
2971,2474,Very Good,747,High,<40K,Unemployed,2023-01-01,2099-12-31,True
2972,2475,Fair,635,High,<40K,Unemployed,2023-01-01,2099-12-31,True
2973,2476,Very Good,766,Low,40K-60K,Retired,2023-01-01,2099-12-31,True
2974,2477,Good,706,New/Thin File,125K-200K,Student,2023-01-01,2099-12-31,True
2975,2478,Good,660,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
2976,2479,No Score,,Medium,60K-90K,Student,2023-01-01,2099-12-31,True
2977,2480,Very Good,759,New/Thin File,40K-60K,Employed,2023-01-01,2099-12-31,True
2978,2481,Very Good,760,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
2979,2482,Excellent,,High,40K-60K,Student,2023-01-01,2024-12-31,False
2980,2482,Excellent,844,New/Thin File,40K-60K,Student,2025-01-01,2099-12-31,True
2981,2483,Very Good,,Medium,60K-90K,Employed,2023-01-01,2024-12-31,False
2982,2483,Fair,613,High,60K-90K,Employed,2025-01-01,2099-12-31,True
2983,2484,Fair,609,High,125K-200K,Employed,2023-01-01,2099-12-31,True
2984,2485,Good,,Low,40K-60K,Newcomer/Temporary,2023-01-01,2024-12-31,False
2985,2485,Fair,591,High,40K-60K,Newcomer/Temporary,2025-01-01,2099-12-31,True
2986,2486,Very Good,772,Low,<40K,Employed,2023-01-01,2099-12-31,True
2987,2487,Very Good,,High,200K+,Self-employed,2023-01-01,2024-12-31,False
2988,2487,No Score,,Low,200K+,Self-employed,2025-01-01,2099-12-31,True
2989,2488,Poor,566,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
2990,2489,Excellent,,Low,40K-60K,Employed,2023-01-01,2024-12-31,False
2991,2489,Poor,574,High,40K-60K,Employed,2025-01-01,2099-12-31,True
2992,2490,Very Good,752,High,90K-125K,Newcomer/Temporary,2023-01-01,2099-12-31,True
2993,2491,No Score,,High,40K-60K,Employed,2023-01-01,2024-12-31,False
2994,2491,Very Good,737,Medium,40K-60K,Employed,2025-01-01,2099-12-31,True
2995,2492,Very Good,763,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
2996,2493,Very Good,,High,<40K,Employed,2023-01-01,2024-12-31,False
2997,2493,Excellent,813,New/Thin File,<40K,Employed,2025-01-01,2099-12-31,True
2998,2494,Good,683,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
2999,2495,Very Good,,Medium,40K-60K,Employed,2023-01-01,2024-12-31,False
3000,2495,Good,716,Low,40K-60K,Employed,2025-01-01,2099-12-31,True
3001,2496,Good,703,Low,<40K,Employed,2023-01-01,2099-12-31,True
3002,2497,Good,678,Low,40K-60K,Retired,2023-01-01,2099-12-31,True
3003,2498,No Score,,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
3004,2499,Good,667,High,60K-90K,Employed,2023-01-01,2099-12-31,True
3005,2500,Fair,586,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
3006,2501,Very Good,743,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
3007,2502,Good,681,High,125K-200K,Employed,2023-01-01,2099-12-31,True
3008,2503,Good,700,Medium,40K-60K,Self-employed,2023-01-01,2099-12-31,True
3009,2504,Excellent,,Low,40K-60K,Retired,2023-01-01,2024-12-31,False
3010,2504,Poor,522,Medium,40K-60K,Retired,2025-01-01,2099-12-31,True
3011,2505,Very Good,751,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
3012,2506,Fair,626,High,125K-200K,Student,2023-01-01,2099-12-31,True
3013,2507,Very Good,736,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
3014,2508,Very Good,742,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
3015,2509,Poor,555,Low,60K-90K,Retired,2023-01-01,2099-12-31,True
3016,2510,Excellent,846,Low,200K+,Newcomer/Temporary,2023-01-01,2099-12-31,True
3017,2511,Good,,High,<40K,Student,2023-01-01,2024-12-31,False
3018,2511,Fair,645,High,<40K,Student,2025-01-01,2099-12-31,True
3019,2512,Excellent,803,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
3020,2513,Good,686,New/Thin File,40K-60K,Employed,2023-01-01,2099-12-31,True
3021,2514,Very Good,727,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
3022,2515,Good,,Low,125K-200K,Employed,2023-01-01,2024-12-31,False
3023,2515,Fair,659,High,125K-200K,Employed,2025-01-01,2099-12-31,True
3024,2516,Fair,607,High,60K-90K,Employed,2023-01-01,2099-12-31,True
3025,2517,Fair,600,High,<40K,Employed,2023-01-01,2099-12-31,True
3026,2518,Good,702,Medium,<40K,Employed,2023-01-01,2099-12-31,True
3027,2519,No Score,,New/Thin File,40K-60K,Retired,2023-01-01,2024-12-31,False
3028,2519,Excellent,814,Low,40K-60K,Retired,2025-01-01,2099-12-31,True
3029,2520,Good,721,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
3030,2521,Good,683,Low,200K+,Employed,2023-01-01,2099-12-31,True
3031,2522,Very Good,,High,40K-60K,Self-employed,2023-01-01,2024-12-31,False
3032,2522,Good,671,High,40K-60K,Self-employed,2025-01-01,2099-12-31,True
3033,2523,Very Good,769,High,60K-90K,Employed,2023-01-01,2099-12-31,True
3034,2524,Fair,620,High,60K-90K,Employed,2023-01-01,2099-12-31,True
3035,2525,Excellent,847,New/Thin File,90K-125K,Employed,2023-01-01,2099-12-31,True
3036,2526,Good,713,Medium,60K-90K,Retired,2023-01-01,2099-12-31,True
3037,2527,No Score,,Medium,200K+,Self-employed,2023-01-01,2099-12-31,True
3038,2528,Fair,,Low,90K-125K,Employed,2023-01-01,2024-12-31,False
3039,2528,Poor,542,Medium,90K-125K,Employed,2025-01-01,2099-12-31,True
3040,2529,Fair,603,High,125K-200K,Employed,2023-01-01,2099-12-31,True
3041,2530,Very Good,770,High,40K-60K,Retired,2023-01-01,2099-12-31,True
3042,2531,Good,681,High,<40K,Self-employed,2023-01-01,2099-12-31,True
3043,2532,Good,714,Medium,90K-125K,Student,2023-01-01,2099-12-31,True
3044,2533,Good,721,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
3045,2534,No Score,,Low,<40K,Self-employed,2023-01-01,2099-12-31,True
3046,2535,Excellent,798,Low,60K-90K,Self-employed,2023-01-01,2099-12-31,True
3047,2536,Excellent,823,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
3048,2537,Fair,590,High,40K-60K,Employed,2023-01-01,2099-12-31,True
3049,2538,Excellent,837,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
3050,2539,Excellent,828,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
3051,2540,Excellent,831,Low,60K-90K,Newcomer/Temporary,2023-01-01,2099-12-31,True
3052,2541,Good,699,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
3053,2542,Excellent,830,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
3054,2543,Very Good,760,Medium,60K-90K,Newcomer/Temporary,2023-01-01,2099-12-31,True
3055,2544,Very Good,738,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
3056,2545,Fair,645,Medium,60K-90K,Newcomer/Temporary,2023-01-01,2099-12-31,True
3057,2546,Very Good,778,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
3058,2547,Very Good,751,Low,40K-60K,Student,2023-01-01,2099-12-31,True
3059,2548,Good,672,Low,60K-90K,Unemployed,2023-01-01,2099-12-31,True
3060,2549,Very Good,,Medium,40K-60K,Employed,2023-01-01,2024-12-31,False
3061,2549,Very Good,751,Low,40K-60K,Employed,2025-01-01,2099-12-31,True
3062,2550,Good,666,Low,200K+,Employed,2023-01-01,2099-12-31,True
3063,2551,Good,708,Low,200K+,Employed,2023-01-01,2099-12-31,True
3064,2552,Good,705,Low,<40K,Newcomer/Temporary,2023-01-01,2099-12-31,True
3065,2553,Very Good,730,Medium,60K-90K,Unemployed,2023-01-01,2099-12-31,True
3066,2554,Good,674,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
3067,2555,Fair,622,High,125K-200K,Newcomer/Temporary,2023-01-01,2099-12-31,True
3068,2556,Fair,612,High,125K-200K,Employed,2023-01-01,2099-12-31,True
3069,2557,Very Good,764,Medium,60K-90K,Retired,2023-01-01,2099-12-31,True
